None,ticker,date,open,high,low,close,volume,ex-dividend,split_ratio,adj_open,adj_high,adj_low,adj_close,adj_volume,MAVshort,MAVlong,RSI,Decision
525,TSLA,2016-02-24,172.75,179.5,167.84,179.0,5395609.0,0.0,1.0,172.75,179.5,167.84,179.0,5395609.0,216.98033333333333,214.2718,18.757941550190594,Buy
526,TSLA,2016-02-23,176.16,181.73,173.68,177.21,5984374.0,0.0,1.0,176.16,181.73,173.68,177.21,5984374.0,214.04,214.2286,19.184535412605584,Hold
527,TSLA,2016-02-22,170.12,178.91,169.85,177.74,5060051.0,0.0,1.0,170.12,178.91,169.85,177.74,5060051.0,211.449,214.18329999999997,22.667156502571657,Hold
528,TSLA,2016-02-19,163.66,167.49,162.5,166.58,2959390.0,0.0,1.0,163.66,167.49,162.5,166.58,2959390.0,208.7686666666667,214.10885,19.500632111251576,Hold
529,TSLA,2016-02-18,172.42,172.95,164.77,166.77,3887574.0,0.0,1.0,172.42,172.95,164.77,166.77,3887574.0,206.40800000000002,214.03329999999997,15.000834306691146,Hold
530,TSLA,2016-02-17,159.0,169.34,156.68,168.68,5825159.0,0.0,1.0,159.0,169.34,156.68,168.68,5825159.0,204.37166666666664,213.92969999999997,19.56209619526203,Hold
531,TSLA,2016-02-16,158.7,162.95,154.11,155.17,5593794.0,0.0,1.0,158.7,162.95,154.11,155.17,5593794.0,201.98100000000002,213.7577,12.338443041779385,Hold
532,TSLA,2016-02-12,155.0,157.01,143.7,151.04,7235783.0,0.0,1.0,155.0,157.01,143.7,151.04,7235783.0,199.34466666666668,213.53230000000002,12.360734718458303,Hold
533,TSLA,2016-02-11,152.0,163.26,147.0,150.47,14252364.0,0.0,1.0,152.0,163.26,147.0,150.47,14252364.0,196.685,213.3014,13.308477873237166,Hold
534,TSLA,2016-02-10,150.5,154.97,141.74,143.67,10406513.0,0.0,1.0,150.5,154.97,141.74,143.67,10406513.0,193.88233333333335,213.05405000000002,13.439188083156012,Hold
535,TSLA,2016-02-09,142.32,159.79,141.05,148.25,8651648.0,0.0,1.0,142.32,159.79,141.05,148.25,8651648.0,191.40466666666669,212.83945,20.084798994974904,Hold
536,TSLA,2016-02-08,157.105,157.15,146.0,147.99,9312988.0,0.0,1.0,157.105,157.15,146.0,147.99,9312988.0,188.52966666666669,212.6568,12.354352296093225,Hold
537,TSLA,2016-02-05,171.3,173.0,157.7442,162.6,9437591.0,0.0,1.0,171.3,173.0,157.7442,162.6,9437591.0,186.00566666666666,212.5447,30.568786775007,Hold
538,TSLA,2016-02-04,170.7,175.98,166.99,175.33,4385366.0,0.0,1.0,170.7,175.98,166.99,175.33,4385366.0,184.092,212.47805,42.54926108374385,Hold
539,TSLA,2016-02-03,183.59,183.94,170.18,173.48,7931362.0,0.0,1.0,183.59,183.94,170.18,173.48,7931362.0,182.32866666666666,212.42579999999998,46.30125971589386,Hold
540,TSLA,2016-02-02,192.42,193.12,180.23,182.78,5773637.0,0.0,1.0,192.42,193.12,180.23,182.78,5773637.0,181.02366666666666,212.42085000000003,53.39096554243272,Hold
541,TSLA,2016-02-01,188.76,199.52,182.75,196.94,5297639.0,0.0,1.0,188.76,199.52,182.75,196.94,5297639.0,180.31033333333335,212.49829999999997,60.02506265664159,Hold
542,TSLA,2016-01-29,189.95,193.74,188.08,191.2,2852289.0,0.0,1.0,189.95,193.74,188.08,191.2,2852289.0,179.512,212.5115,63.62630064201902,Hold
543,TSLA,2016-01-28,190.79,191.28,182.41,189.7,4592754.0,0.0,1.0,190.79,191.28,182.41,189.7,4592754.0,178.91866666666664,212.53325,62.50954719039824,Hold
544,TSLA,2016-01-27,192.38,193.26,185.77,188.07,3617221.0,0.0,1.0,192.38,193.26,185.77,188.07,3617221.0,178.34833333333333,212.52329999999998,60.61070373207834,Hold
545,TSLA,2016-01-26,196.7,197.82,188.88,193.56,4964180.0,0.0,1.0,196.7,197.82,188.88,193.56,4964180.0,177.843,212.5164,73.02939412117576,Hold
546,TSLA,2016-01-25,200.06,203.57,195.88,196.38,2698739.0,0.0,1.0,200.06,203.57,195.88,196.38,2698739.0,177.63566666666665,212.53225000000003,77.63286201852753,Hold
547,TSLA,2016-01-22,204.8005,205.5,199.03,202.55,3124055.0,0.0,1.0,204.8005,205.5,199.03,202.55,3124055.0,177.54433333333333,212.59219999999996,79.71246006389775,Hold
548,TSLA,2016-01-21,201.55,203.23,195.02,199.97,3166159.0,0.0,1.0,201.55,203.23,195.02,199.97,3166159.0,177.50866666666667,212.65494999999999,83.74490529848956,Hold
549,TSLA,2016-01-20,199.4,201.28,191.25,198.7,5838608.0,0.0,1.0,199.4,201.28,191.25,198.7,5838608.0,177.60733333333334,212.70835000000002,81.48795406316312,Hold
550,TSLA,2016-01-19,208.71,210.47,200.78,204.72,4038676.0,0.0,1.0,208.71,210.47,200.78,204.72,4038676.0,178.15333333333334,212.778,83.0324909747292,Hold
551,TSLA,2016-01-15,198.97,205.07,197.25,204.99,5578640.0,0.0,1.0,198.97,205.07,197.25,204.99,5578640.0,178.77466666666666,212.8143,79.6309240877953,Hold
552,TSLA,2016-01-14,202.21,210.0,193.38,206.18,6490741.0,0.0,1.0,202.21,210.0,193.38,206.18,6490741.0,179.24966666666666,212.84535,75.71261876979491,Hold
553,TSLA,2016-01-13,212.01,212.65,200.0,200.31,4126416.0,0.0,1.0,212.01,212.65,200.0,200.31,4126416.0,179.582,212.82685,70.9576628651773,Hold
554,TSLA,2016-01-12,211.6,213.7395,205.31,209.97,3091917.0,0.0,1.0,211.6,213.7395,205.31,209.97,3091917.0,180.33333333333334,212.8655,71.1200869970483,Hold
555,TSLA,2016-01-11,214.01,214.45,203.0,207.85,4091422.0,0.0,1.0,214.01,214.45,203.0,207.85,4091422.0,181.295,212.89305000000002,60.42423084272882,Hold
556,TSLA,2016-01-08,217.86,220.44,210.77,211.0,3628058.0,0.0,1.0,217.86,220.44,210.77,211.0,3628058.0,182.4213333333333,212.93425,69.90349819059105,Hold
557,TSLA,2016-01-07,214.19,218.44,213.67,215.65,3554251.0,0.0,1.0,214.19,218.44,213.67,215.65,3554251.0,183.685,213.01205000000002,74.53204764605783,Hold
558,TSLA,2016-01-06,220.0,220.05,215.98,219.04,3779128.0,0.0,1.0,220.0,220.05,215.98,219.04,3779128.0,185.43366666666668,213.11175,78.33485818847205,Hold
559,TSLA,2016-01-05,226.36,226.89,220.0,223.43,3186752.0,0.0,1.0,226.36,226.89,220.0,223.43,3186752.0,187.32233333333335,213.21110000000002,77.88982259570491,Hold
560,TSLA,2016-01-04,230.72,231.38,219.0,223.41,6827146.0,0.0,1.0,230.72,231.38,219.0,223.41,6827146.0,189.14666666666668,213.33265,76.63054187192114,Hold
561,TSLA,2015-12-31,238.51,243.45,238.37,240.01,2715038.0,0.0,1.0,238.51,243.45,238.37,240.01,2715038.0,191.97466666666665,213.5629,80.61457992808103,Hold
562,TSLA,2015-12-30,236.6,243.634,235.6707,238.09,3697921.0,0.0,1.0,236.6,243.634,235.6707,238.09,3697921.0,194.87633333333332,213.77079999999998,81.49372108393918,Hold
563,TSLA,2015-12-29,230.06,237.72,229.547,237.19,2406290.0,0.0,1.0,230.06,237.72,229.547,237.19,2406290.0,197.767,213.95555000000002,81.99501246882792,Hold
564,TSLA,2015-12-28,231.49,231.98,225.54,228.95,1901304.0,0.0,1.0,231.49,231.98,225.54,228.95,1901304.0,200.60966666666667,214.09274999999997,69.42440275773608,Hold
565,TSLA,2015-12-24,230.56,231.88,228.28,230.57,710277.0,0.0,1.0,230.56,231.88,228.28,230.57,710277.0,203.35366666666667,214.2451,70.07219083490267,Hold
566,TSLA,2015-12-23,232.18,233.45,228.13,229.7,1554979.0,0.0,1.0,232.18,233.45,228.13,229.7,1554979.0,206.0773333333333,214.38885000000002,68.5488958990536,Hold
567,TSLA,2015-12-22,234.99,236.55,229.63,229.95,1961495.0,0.0,1.0,234.99,236.55,229.63,229.95,1961495.0,208.32233333333335,214.55555,75.64901349948076,Hold
568,TSLA,2015-12-21,231.69,235.83,231.08,232.56,1953174.0,0.0,1.0,231.69,235.83,231.08,232.56,1953174.0,210.23,214.71335000000002,72.2649319929036,Hold
569,TSLA,2015-12-18,232.89,235.9,229.29,230.46,3014170.0,0.0,1.0,232.89,235.9,229.29,230.46,3014170.0,212.12933333333334,214.82335,72.2934332478801,Hold
570,TSLA,2015-12-17,233.94,237.76,229.8149,233.39,3298638.0,0.0,1.0,233.94,237.76,229.8149,233.39,3298638.0,213.81633333333332,214.93325000000002,72.1727074668251,Hold
571,TSLA,2015-12-16,222.1,234.88,220.73,234.51,5104341.0,0.0,1.0,222.1,234.88,220.73,234.51,5104341.0,215.06866666666664,215.03730000000004,70.08091993185688,Sell
572,TSLA,2015-12-15,221.82,222.22,218.0,221.09,2244424.0,0.0,1.0,221.82,222.22,218.0,221.09,2244424.0,216.065,215.12259999999998,51.79856115107915,Hold
573,TSLA,2015-12-14,217.51,220.92,214.87,218.58,2831518.0,0.0,1.0,217.51,220.92,214.87,218.58,2831518.0,217.02766666666668,215.21200000000002,45.59970967156597,Hold
574,TSLA,2015-12-11,225.24,225.75,216.64,217.02,3268726.0,0.0,1.0,225.24,225.75,216.64,217.02,3268726.0,217.99266666666665,215.26575,44.360105913503986,Hold
575,TSLA,2015-12-10,224.71,228.49,223.64,227.07,2071692.0,0.0,1.0,224.71,228.49,223.64,227.07,2071692.0,219.10966666666667,215.37204999999997,37.08582834331337,Hold
576,TSLA,2015-12-09,226.7,227.5,220.72,224.52,3057753.0,0.0,1.0,226.7,227.5,220.72,224.52,3057753.0,220.0476666666667,215.4497,36.62527104277547,Hold
577,TSLA,2015-12-08,227.52,228.8,224.2,226.72,2687636.0,0.0,1.0,227.52,228.8,224.2,226.72,2687636.0,220.85333333333335,215.54605000000004,39.93849702094944,Hold
578,TSLA,2015-12-07,227.7,235.63,226.15,231.13,3144223.0,0.0,1.0,227.7,235.63,226.15,231.13,3144223.0,221.89199999999997,215.66955000000002,52.26141078838175,Hold
579,TSLA,2015-12-04,232.46,233.27,227.66,230.38,2573603.0,0.0,1.0,232.46,233.27,227.66,230.38,2573603.0,222.94799999999998,215.79534999999998,49.799281639552085,Hold
580,TSLA,2015-12-03,235.48,237.45,230.0,232.71,2939564.0,0.0,1.0,235.48,237.45,230.0,232.71,2939564.0,223.88099999999997,215.9357,53.08464849354379,Hold
581,TSLA,2015-12-02,237.0,238.6,231.23,231.99,2981468.0,0.0,1.0,237.0,238.6,231.23,231.99,2981468.0,224.78099999999998,216.06395,52.070645554202216,Hold
582,TSLA,2015-12-01,231.06,238.0,231.05,237.19,3733955.0,0.0,1.0,231.06,238.0,231.05,237.19,3733955.0,225.81466666666668,216.22289999999998,54.46480231436837,Hold
583,TSLA,2015-11-30,231.79,234.28,229.08,230.26,2659813.0,0.0,1.0,231.79,234.28,229.08,230.26,2659813.0,226.81300000000002,216.3721,49.82357092448834,Hold
584,TSLA,2015-11-27,231.06,232.25,227.01,231.61,1949353.0,0.0,1.0,231.06,232.25,227.01,231.61,1949353.0,227.53433333333334,216.5481,48.384754990925614,Hold
585,TSLA,2015-11-25,221.34,230.825,220.375,229.64,3990779.0,0.0,1.0,221.34,230.825,220.375,229.64,3990779.0,228.26066666666668,216.71605,45.647899910634486,Hold
586,TSLA,2015-11-24,215.37,221.0,215.0,218.25,2480293.0,0.0,1.0,215.37,221.0,215.0,218.25,2480293.0,228.50233333333335,216.81579999999997,47.366468842729965,Hold
587,TSLA,2015-11-23,217.35,219.18,214.6798,217.75,2526199.0,0.0,1.0,217.35,219.18,214.6798,217.75,2526199.0,228.57233333333335,216.93220000000002,49.2005393951069,Hold
588,TSLA,2015-11-20,223.49,225.0,213.58,220.01,4400722.0,0.0,1.0,223.49,225.0,213.58,220.01,4400722.0,228.60466666666665,217.04545000000002,52.841665082683875,Hold
589,TSLA,2015-11-19,220.54,226.19,220.3,221.8,2504375.0,0.0,1.0,220.54,226.19,220.3,221.8,2504375.0,228.5503333333333,217.1459,44.05862457722664,Hold
590,TSLA,2015-11-18,214.5,221.38,212.52,221.07,2811900.0,0.0,1.0,214.5,221.38,212.52,221.07,2811900.0,228.47233333333332,217.2371,45.944039501528316,Hold
591,TSLA,2015-11-17,215.2,216.0,211.4,214.0,2148326.0,0.0,1.0,215.2,216.0,211.4,214.0,2148326.0,227.60533333333336,217.3182,36.58227848101267,Hold
592,TSLA,2015-11-16,206.09,214.98,205.8,214.31,2925395.0,0.0,1.0,206.09,214.98,205.8,214.31,2925395.0,226.81266666666667,217.3859,30.577367205542757,Hold
593,TSLA,2015-11-13,212.95,212.99,206.52,207.19,3430327.0,0.0,1.0,212.95,212.99,206.52,207.19,3430327.0,225.81266666666667,217.36179999999996,26.655929132273045,Buy
594,TSLA,2015-11-12,217.85,219.0,212.66,212.94,2915900.0,0.0,1.0,217.85,219.0,212.66,212.94,2915900.0,225.279,217.3698,31.380674326615193,Hold
595,TSLA,2015-11-11,217.77,219.48,213.63,219.08,3347806.0,0.0,1.0,217.77,219.48,213.63,219.08,3347806.0,224.89600000000002,217.38920000000002,38.96769782943088,Hold
596,TSLA,2015-11-10,223.48,223.7,216.08,216.5,4617007.0,0.0,1.0,223.48,223.7,216.08,216.5,4617007.0,224.45600000000002,217.37175,31.490427625693357,Hold
597,TSLA,2015-11-09,232.99,232.99,224.31,225.33,3850860.0,0.0,1.0,232.99,232.99,224.31,225.33,3850860.0,224.302,217.3936,45.73455615158335,Hold
598,TSLA,2015-11-06,230.7,233.359,229.5,232.36,2445293.0,0.0,1.0,230.7,233.359,229.5,232.36,2445293.0,224.29533333333336,217.44230000000005,50.59083031353395,Hold
599,TSLA,2015-11-05,230.58,234.5843,229.19,231.77,4496843.0,0.0,1.0,230.58,234.5843,229.19,231.77,4496843.0,224.339,217.47695,51.715252053470785,Hold
600,TSLA,2015-11-04,227.0,232.74,225.2,231.63,12726366.0,0.0,1.0,227.0,232.74,225.2,231.63,12726366.0,224.28033333333332,217.52044999999998,63.158929976396514,Hold
601,TSLA,2015-11-03,213.85,214.44,207.75,208.35,8332486.0,0.0,1.0,213.85,214.44,207.75,208.35,8332486.0,223.40833333333336,217.43720000000002,43.61586525400707,Hold
602,TSLA,2015-11-02,208.92,215.8,207.22,213.79,3927944.0,0.0,1.0,208.92,215.8,207.22,213.79,3927944.0,223.16500000000002,217.38859999999997,45.950520833333336,Hold
603,TSLA,2015-10-30,210.4,211.63,203.89,206.93,4438901.0,0.0,1.0,210.4,211.63,203.89,206.93,4438901.0,222.77666666666667,217.30704999999998,40.91852937583975,Hold
604,TSLA,2015-10-29,211.75,213.7481,210.64,211.63,1805032.0,0.0,1.0,211.75,213.7481,210.64,211.63,1805032.0,222.597,217.24715,44.501397949673816,Hold
605,TSLA,2015-10-28,211.31,213.45,208.3,212.96,2728593.0,0.0,1.0,211.31,213.45,208.3,212.96,2728593.0,222.12666666666667,217.18400000000003,49.35081148564295,Hold
606,TSLA,2015-10-27,214.84,217.1,207.51,210.35,3519449.0,0.0,1.0,214.84,217.1,207.51,210.35,3519449.0,221.65433333333334,217.1077,47.59708737864077,Hold
607,TSLA,2015-10-26,211.38,215.88,210.0,215.26,3391438.0,0.0,1.0,211.38,215.88,210.0,215.26,3391438.0,221.2723333333333,217.05945,55.031799476243904,Hold
608,TSLA,2015-10-23,215.0,215.35,207.69,209.09,4235462.0,0.0,1.0,215.0,215.35,207.69,209.09,4235462.0,220.53766666666667,216.97664999999998,47.61195881404293,Hold
609,TSLA,2015-10-22,211.56,215.75,209.4,211.72,2825159.0,0.0,1.0,211.56,215.75,209.4,211.72,2825159.0,219.91566666666668,216.88985,45.226977950713355,Hold
610,TSLA,2015-10-21,211.99,214.81,208.8,210.09,4183471.0,0.0,1.0,211.99,214.81,208.8,210.09,4183471.0,219.1616666666667,216.8095,45.791201575837164,Hold
611,TSLA,2015-10-20,227.72,228.6,202.0,213.03,14900047.0,0.0,1.0,227.72,228.6,202.0,213.03,14900047.0,218.52966666666669,216.7245,41.246797608881295,Hold
612,TSLA,2015-10-19,226.5,231.15,224.94,228.1,2507895.0,0.0,1.0,226.5,231.15,224.94,228.1,2507895.0,218.22666666666666,216.71195,47.27969348659003,Hold
613,TSLA,2015-10-16,223.04,230.4805,222.87,227.01,4334493.0,0.0,1.0,223.04,230.4805,222.87,227.01,4334493.0,218.1183333333333,216.71805,46.97969543147206,Hold
614,TSLA,2015-10-15,216.43,221.73,213.7,221.31,2844233.0,0.0,1.0,216.43,221.73,213.7,221.31,2844233.0,217.775,216.6886,43.88335704125178,Hold
615,TSLA,2015-10-14,220.67,220.95,215.43,216.88,3104446.0,0.0,1.0,220.67,220.95,215.43,216.88,3104446.0,217.34966666666665,216.62294999999997,56.51045641886735,Hold
616,TSLA,2015-10-13,213.28,222.522,211.13,219.25,5171535.0,0.0,1.0,213.28,222.522,211.13,219.25,5171535.0,217.38299999999998,216.54524999999998,54.37219730941705,Hold
617,TSLA,2015-10-12,222.99,223.0,215.27,215.58,3836303.0,0.0,1.0,222.99,223.0,215.27,215.58,3836303.0,217.31066666666666,216.47009999999997,57.29957805907175,Hold
618,TSLA,2015-10-09,220.93,224.37,218.36,220.69,6158370.0,0.0,1.0,220.93,224.37,218.36,220.69,6158370.0,217.33333333333334,216.43110000000001,57.593027153871944,Hold
619,TSLA,2015-10-08,230.08,230.72,221.31,226.72,6133216.0,0.0,1.0,230.08,230.72,221.31,226.72,6133216.0,217.49733333333333,216.41715,60.68986948415165,Hold
620,TSLA,2015-10-07,236.63,237.7,229.12,231.96,6813959.0,0.0,1.0,236.63,237.7,229.12,231.96,6813959.0,217.86033333333333,216.42690000000002,66.12927302582477,Hold
621,TSLA,2015-10-06,240.0,243.03,235.58,241.46,5235897.0,0.0,1.0,240.0,243.03,235.58,241.46,5235897.0,218.77566666666664,216.52285,68.30120145291983,Hold
622,TSLA,2015-10-05,248.84,249.84,244.13,246.15,3689865.0,0.0,1.0,248.84,249.84,244.13,246.15,3689865.0,219.83700000000002,216.6511,76.43366619115551,Sell
623,TSLA,2015-10-02,235.6,247.7,234.93,247.57,4423982.0,0.0,1.0,235.6,247.7,234.93,247.57,4423982.0,221.183,216.74715,76.01974161707071,Sell
624,TSLA,2015-10-01,247.51,248.5,237.13,239.88,4572964.0,0.0,1.0,247.51,248.5,237.13,239.88,4572964.0,222.08100000000002,216.82025000000002,69.87324883255505,Hold
625,TSLA,2015-09-30,252.0,252.4,242.34,248.4,4879816.0,0.0,1.0,252.0,252.4,242.34,248.4,4879816.0,223.05833333333334,216.931,71.96075996523035,Sell
626,TSLA,2015-09-29,250.46,254.73,245.46,246.65,3703154.0,0.0,1.0,250.46,254.73,245.46,246.65,3703154.0,224.06333333333333,217.06225000000003,63.80002975747658,Hold
627,TSLA,2015-09-28,257.35,259.79,246.61,248.43,4881802.0,0.0,1.0,257.35,259.79,246.61,248.43,4881802.0,224.83333333333334,217.19675000000004,65.77319587628868,Hold
628,TSLA,2015-09-25,266.61,266.91,256.15,256.91,3773392.0,0.0,1.0,266.61,266.91,256.15,256.91,3773392.0,225.65166666666664,217.36864999999997,75.18392756083759,Sell
629,TSLA,2015-09-24,259.53,263.45,256.21,263.12,3448191.0,0.0,1.0,259.53,263.45,256.21,263.12,3448191.0,226.69666666666666,217.56100000000004,81.90725917747724,Sell
630,TSLA,2015-09-23,261.95,262.08,257.5838,261.06,2600778.0,0.0,1.0,261.95,262.08,257.5838,261.06,2600778.0,227.67766666666665,217.74239999999998,78.97435897435898,Sell
631,TSLA,2015-09-22,259.03,262.65,255.87,260.94,3664353.0,0.0,1.0,259.03,262.65,255.87,260.94,3664353.0,229.43066666666667,217.9632,83.0612244897959,Sell
632,TSLA,2015-09-21,263.98,271.57,255.8,264.2,6120155.0,0.0,1.0,263.98,271.57,255.8,264.2,6120155.0,231.111,218.2045,82.59176029962546,Sell
633,TSLA,2015-09-18,257.96,263.82,257.5,260.62,3763064.0,0.0,1.0,257.96,263.82,257.5,260.62,3763064.0,232.9006666666667,218.43540000000002,76.36080870917574,Sell
634,TSLA,2015-09-17,263.96,265.5,260.69,262.07,3585812.0,0.0,1.0,263.96,265.5,260.69,262.07,3585812.0,234.582,218.67585,74.880185093373,Sell
635,TSLA,2015-09-16,253.04,262.88,252.88,262.25,4417081.0,0.0,1.0,253.04,262.88,252.88,262.25,4417081.0,236.225,218.9046,70.30670052744676,Sell
636,TSLA,2015-09-15,252.75,254.6,249.5,253.57,2933466.0,0.0,1.0,252.75,254.6,249.5,253.57,2933466.0,237.66566666666665,219.11105,56.72345052555273,Hold
637,TSLA,2015-09-14,251.1,254.25,249.67,253.19,2890851.0,0.0,1.0,251.1,254.25,249.67,253.19,2890851.0,238.93,219.32605000000004,55.19024750646473,Hold
638,TSLA,2015-09-11,247.64,250.24,244.73,250.24,2350844.0,0.0,1.0,247.64,250.24,244.73,250.24,2350844.0,240.30166666666668,219.56830000000002,60.48582995951419,Hold
639,TSLA,2015-09-10,247.23,250.7231,245.33,248.48,2709024.0,0.0,1.0,247.23,250.7231,245.33,248.48,2709024.0,241.52700000000002,219.81795,50.09380863039398,Hold
640,TSLA,2015-09-09,252.05,254.25,248.303,248.91,3390788.0,0.0,1.0,252.05,254.25,248.303,248.91,3390788.0,242.821,220.09675,52.734753146176175,Hold
641,TSLA,2015-09-08,245.05,249.16,244.05,248.17,3138231.0,0.0,1.0,245.05,249.16,244.05,248.17,3138231.0,243.99233333333333,220.35559999999998,49.67725918570007,Hold
642,TSLA,2015-09-04,240.89,244.09,238.2,241.93,3689153.0,0.0,1.0,240.89,244.09,238.2,241.93,3689153.0,244.45333333333332,220.58195,30.31019978969502,Hold
643,TSLA,2015-09-03,252.06,252.08,245.0,245.57,4194772.0,0.0,1.0,252.06,252.08,245.0,245.57,4194772.0,245.07200000000003,220.71175,25.260783760924696,Buy
644,TSLA,2015-09-02,245.14,247.88,239.78,247.69,4629174.0,0.0,1.0,245.14,247.88,239.78,247.69,4629174.0,245.95133333333334,220.85170000000002,31.184914157050358,Hold
645,TSLA,2015-09-01,240.34,246.0,236.97,238.63,5454765.0,0.0,1.0,240.34,246.0,236.97,238.63,5454765.0,246.67633333333333,220.9675,24.915673487744527,Buy
646,TSLA,2015-08-31,245.77,254.95,245.51,249.06,4700232.0,0.0,1.0,245.77,254.95,245.51,249.06,4700232.0,247.67000000000002,221.12315,35.34082106893882,Hold
647,TSLA,2015-08-28,241.86,251.45,241.57,248.48,5513673.0,0.0,1.0,241.86,251.45,241.57,248.48,5513673.0,248.76666666666668,221.27704999999997,37.52055921052631,Hold
648,TSLA,2015-08-27,231.0,244.75,230.81,242.99,7655959.0,0.0,1.0,231.0,244.75,230.81,242.99,7655959.0,249.51000000000002,221.41719999999998,31.890660592255145,Hold
649,TSLA,2015-08-26,227.93,228.0,215.51,224.84,4963042.0,0.0,1.0,227.93,228.0,215.51,224.84,4963042.0,249.44733333333335,221.45205,23.52441613588111,Buy
650,TSLA,2015-08-25,230.52,230.9,219.12,220.03,4327294.0,0.0,1.0,230.52,230.9,219.12,220.03,4327294.0,249.04966666666667,221.45825000000002,24.88769092542678,Buy
651,TSLA,2015-08-24,202.79,231.4,195.0,218.87,9581585.0,0.0,1.0,202.79,231.4,195.0,218.87,9581585.0,248.29666666666665,221.40580000000003,24.600355239786865,Buy
652,TSLA,2015-08-21,236.0,243.7999,230.51,230.77,6590234.0,0.0,1.0,236.0,243.7999,230.51,230.77,6590234.0,247.78400000000002,221.38205,37.27617304927461,Hold
653,TSLA,2015-08-20,252.06,254.56,241.9,242.18,4905757.0,0.0,1.0,252.06,254.56,241.9,242.18,4905757.0,247.60433333333333,221.43125,46.34401114206129,Hold
654,TSLA,2015-08-19,260.33,260.65,255.02,255.25,3604282.0,0.0,1.0,260.33,260.65,255.02,255.25,3604282.0,248.11666666666667,221.6041,53.20850202429149,Hold
655,TSLA,2015-08-18,255.38,260.95,253.5601,260.72,4195035.0,0.0,1.0,255.38,260.95,253.5601,260.72,4195035.0,248.52733333333333,221.81275000000002,56.06104510769828,Hold
656,TSLA,2015-08-17,255.56,256.59,250.51,254.99,7176690.0,0.0,1.0,255.56,256.59,250.51,254.99,7176690.0,248.80533333333335,221.99290000000002,56.33857503397398,Hold
657,TSLA,2015-08-14,247.24,247.93,241.77,243.15,4364810.0,0.0,1.0,247.24,247.93,241.77,243.15,4364810.0,248.62933333333334,222.11085,48.912066175148354,Hold
658,TSLA,2015-08-13,239.86,246.48,239.12,242.51,4689182.0,0.0,1.0,239.86,246.48,239.12,242.51,4689182.0,248.14933333333335,222.20725000000002,47.63987607071259,Hold
659,TSLA,2015-08-12,235.0,239.77,232.74,238.17,3739157.0,0.0,1.0,235.0,239.77,232.74,238.17,3739157.0,247.3176666666667,222.2829,49.78099409636259,Hold
660,TSLA,2015-08-11,237.15,239.3,234.44,237.37,4264939.0,0.0,1.0,237.15,239.3,234.44,237.37,4264939.0,246.528,222.34415,43.87252332529616,Hold
661,TSLA,2015-08-10,238.15,242.97,236.05,241.14,4185860.0,0.0,1.0,238.15,242.97,236.05,241.14,4185860.0,245.868,222.45195,46.27713532156624,Hold
662,TSLA,2015-08-07,243.58,243.73,238.39,242.51,5073390.0,0.0,1.0,243.58,243.73,238.39,242.51,5073390.0,245.14499999999998,222.57495,49.74592420071988,Hold
663,TSLA,2015-08-06,249.54,255.0,236.12,246.13,14623754.0,0.0,1.0,249.54,255.0,236.12,246.13,14623754.0,244.66199999999998,222.7245,63.3179031652696,Hold
664,TSLA,2015-08-05,263.58,271.0,260.4,270.13,4798058.0,0.0,1.0,263.58,271.0,260.4,270.13,4798058.0,244.93066666666667,222.97375,75.27239709443099,Sell
665,TSLA,2015-08-04,260.01,266.72,258.34,266.28,2352530.0,0.0,1.0,260.01,266.72,258.34,266.28,2352530.0,245.065,223.2291,73.28356742952556,Sell
666,TSLA,2015-08-03,266.29,266.7099,257.07,259.99,2553474.0,0.0,1.0,266.29,266.7099,257.07,259.99,2553474.0,245.27900000000002,223.47320000000002,65.18711018711019,Hold
667,TSLA,2015-07-31,267.6,269.3599,265.123,266.15,2222552.0,0.0,1.0,267.6,269.3599,265.123,266.15,2222552.0,245.71099999999998,223.78064999999998,63.17757009345793,Hold
668,TSLA,2015-07-30,262.69,266.94,262.11,266.79,2034560.0,0.0,1.0,262.69,266.94,262.11,266.79,2034560.0,246.26266666666666,224.07315,57.348446255731034,Hold
669,TSLA,2015-07-29,264.27,267.89,262.0,263.82,2790095.0,0.0,1.0,264.27,267.89,262.0,263.82,2790095.0,246.77399999999997,224.3542,52.03893712181002,Hold
670,TSLA,2015-07-28,255.75,265.4,251.8373,264.82,3895808.0,0.0,1.0,255.75,265.4,251.8373,264.82,3895808.0,247.30433333333335,224.6419,56.89437508767006,Hold
671,TSLA,2015-07-27,262.43,264.4321,250.79,253.01,4694192.0,0.0,1.0,262.43,264.4321,250.79,253.01,4694192.0,247.46566666666664,224.86215,56.91832725231545,Hold
672,TSLA,2015-07-24,267.38,271.09,263.92,265.41,2836498.0,0.0,1.0,267.38,271.09,263.92,265.41,2836498.0,248.24833333333336,225.14575000000002,63.79185738376297,Hold
673,TSLA,2015-07-23,269.65,269.9,265.27,267.2,2227239.0,0.0,1.0,269.65,269.9,265.27,267.2,2227239.0,248.96933333333334,225.43715,68.03777805393315,Hold
674,TSLA,2015-07-22,261.27,269.44,260.86,267.87,3104960.0,0.0,1.0,261.27,269.44,260.86,267.87,3104960.0,249.642,225.70185,68.98182723425441,Hold
675,TSLA,2015-07-21,270.05,273.5,266.55,266.77,6108686.0,0.0,1.0,270.05,273.5,266.55,266.77,6108686.0,250.57999999999998,225.97805,66.49929187588515,Hold
